Sentence,Label
"Is this only relevant for new Js interop or was it also a bug with regular JSOs?If it was a bug with JSOs, we should add the relevant regression test.",0
"I must investigate further, but I fear it's not : big precompiled pieces of middleware ahead !",-1
"Our goal is not to do like other. We are already different. See output. I think it is a bad behavior, especially because this could generate a lot of file.",-1
"I am using NHibernate mapping-by-code to map the classes. Sometimes, in order to debug my NHibernate configuration, I would require to check exactly what were the settings passed over to NHibernate, and it is quite difficult do debug the mapping-by-code. Is there any way where you could convert the generated HbmMapping, back into the Xml file, just as if typed by hand? This would help a lot in diagnosing if the problem is lying from my mappings!",0
"I'm afraid not! AFAIK, the English resources aren't available at all in other international editions of the OS.",-1
Does not work in Symfony 1.0,0
"Thanks Dominic, this is really great! Tell me if I got this right: you create a heightmap, add noise to it, then assign tiles according to the height of each position?",1
"I'm an idiot, these are already running, apparently with the fake driver :)",-1
You're absolutely right.I got these mixed up. Thanks for catching it.,1
"Use existing $GLOBALS['LANG']->sL('LLL:EXT:lang/locallang_core.xml:show_item.php.uid') with ""Uid:"" ?",0
"no i got errors saying undefined, the swf code loads the other pages such as back buttons etc. it very frustrating tearing my hair out!",-1
"Excellent, thankyou!",1
Committed. Thanks Ashish!,1
I hope fortune favors the brave :),1
The manual should provide sufficient insight into the important use cases.,0
This way lies metadata hell.,-1
"Finally, ID Selectors work by specifying an id on the node.",0
"this is just a nit and I don't actually care, but I skimmed and noticed that  other operation strings were <verb>ing, eg 'Getting'. I'm not sure how consistent that is, or if you want them to be consistent.",-1
Committed the addendum in revision 1414868.,0
"Lastly, I don't see any styling data. Does your project have some CSS defined somewhere?",-1
"Heh, that's one hell of a bug, 275 bytes exactly, eh?",-1
I'm trying to get better performance out of this Oracle query (which is terribly slow). I'm an Oracle beginner so maybe someone can point out a better way to approach this query. I have a table with information on different families. I want to extract the different relationships based on a relationship type. The solution I came up with uses a hash join to query the database...,0
Closing as a duplicate of ROL-1642.,0
the new patch already put the #resolveConflict after checking ensemble.,0
"IMHO then most of the work should be on seeing how we could convert those freeform notifications into something more constrainted, but I'm not a big fan of leaving a room for sending old-styled notifications if we decide to move.",-1
"That's really an excellent post, thanks for pointing that out!",1
"What should go into the top level namespace? For example, if I have MyAPI.WebLogic, MyAPI.Compression, etc. If I put classes into the top level namespace, am I violating the principle of encapsulation?",0
"will give you what you want, I think.",0
The FILE_NAME ( NUMBER ) is coming from camel-jaxb in my app so it seems very contained and not like this answer suggests.,0
This is the old syntax that is now deprecated. BACKUP LOG is the preferred method.,0
I SOLVED IT! I used YouTube API and it works fine :) Thank you for your help!!,1
If so we count the number of substrings.,0
"Got it, I can see from that angle.  Although I disagree that parsed_args is specific to cbuildbot (it's the basis for any filtering), I will move it into cbuildbot for now.",-1
Declare below string FILE_NAME.,0
"Hi Thomas, it's here:https://svn.jboss.org/repos/common/common-old/branches/Branch_1_0/",0
"Actually I don't want to specify the encoding, because I don't care how the data is transported to me.",-1
I'm not very familiar with ant but i'd think it's just a wildcard for a classpath.,0
Using CODE_FRAGMENT.,0
I've been using the jQuery UI Calendar / Date Picker with great success over the last couple months. I've been given a new requirement to allow for a week to be selected (Sun - Sat) rather than a single day. Has anyone accomplished this before? highlighting by week rather than day show beginning date and ending date rather than single date in textbox / labels,1
"Megan, Glad to be of service : )",1
I am looking to plot cluster heat maps from gene expression data that I have.,0
"Grumble, grumble...",-1
@Andremoniy this is an excellent idea! But what if this is legacy code?,1
"I think it will be best not to use the kernel ARP table directly via CLI. It is slow Control PATH and management nightmare.   It will be best to use OpenFlow ARP Responder on the proposed MetaData Table",-1
It's technically possible to achieve this in T-SQL with nested loops and embedded queries. All hugely ugly in T-SQL. Far easier to do it in a language that's more general purpose.,-1
"Thanks Areek, new patch looks great; I'll commit shortly.",1
"Only unchecked exception, compiler can skip to check.",0
"Precisely at March 30, 2010 01:00 UTC we switch time from +1 hour to +2 hours versus UTC, so March 30, 2010 00:59 UTC is March 30, 2010: 01:59 CEST, but March 30, 2010 01:00 UTC become March 30, 2010 03:00 CEST.",0
"Is there any documentation how to use axis2-wsdl2code-maven-plugin, with jibx binding, and how on hell you define xmlns:tns from you binding file",0
"This is probably a stupid nitpick, but I do not think this trivial thing should be a template. Just hardcode it. It can't change anyway.",-1
Verified at revision 473588.,0
Marking this as won't fix.,0
"s/should the callee read/should the callee expect me to read/, I mean.",0
"using the clock name is awfully hacky.  it would be better to use a flag (like we do for PLLM, for example) or to have these be fields in struct tegra_clk_pll_params.",-1
"I don't see a need for the ""virtual"" flag. I am not a big fan of overloading existing concepts. A new resource like role_group would be more intuitive.",-1
Because I'm an idiot and didn't see the dosym in the new location.,-1
"I just committed this.  Thanks, Hairong!",1
"Thanks Bryan for converting these tests.  In using the DERBY-2152 conversion tool, can you double check that it does not omit  the fail assert method after a method call in a try-catch block when the statement is expected to fail.  e.g. instead of try {  s.execute(command);}catch (SQLException e){   assertSQLState(""42502"", e);} It should be:try {  s.execute(command);  fail(""Command expected to fail"" + command);}catch (SQLException e){   assertSQLState(""42502"", e);}",1
